Threshold,False Positive Rate (x),True Positive Rate (y)
0.929000,0.000000,0.000000
0.930000,0.000000,0.000000
0.931000,0.000000,0.000000
0.932000,0.000000,0.000000
0.933000,0.000000,0.000000
0.934000,0.000000,0.000000
0.935000,0.000000,0.000000
0.936000,0.000000,0.000000
0.937000,0.000000,0.000000
0.938000,0.000000,0.000000
0.939000,0.000000,0.000000
0.940000,0.000000,0.000000
0.941000,0.000000,0.000000
0.942000,0.000000,0.000000
0.943000,0.000000,0.000000
0.944000,0.000000,0.000000
0.945000,0.000000,0.000000
0.946000,0.000000,0.000000
0.947000,0.000000,0.000000
0.948000,0.000000,0.000000
0.949000,0.000000,0.000000
0.950000,0.000000,0.000000
0.951000,0.000000,0.000000
0.952000,0.000000,0.000000
0.953000,0.000000,0.000000
0.954000,0.000000,0.000000
0.955000,0.000000,0.000000
0.956000,0.000000,0.000000
0.957000,0.000000,0.000000
0.958000,0.000000,0.000000
0.959000,0.000000,0.000000
0.960000,0.000000,0.000000
0.961000,0.000000,0.000000
0.962000,0.000000,0.000000
0.963000,0.000000,0.000000
0.964000,0.000000,0.000000
0.965000,0.000000,0.000000
0.966000,0.000000,0.000000
0.967000,0.000000,0.000000
0.968000,0.000000,0.000000
0.969000,0.000000,0.000000
0.970000,0.000000,0.000000
0.971000,0.000000,0.000000
0.972000,0.000000,0.000000
0.973000,0.000000,0.000000
0.974000,0.000000,0.000000
0.975000,0.000000,0.000000
0.976000,0.000000,0.000000
0.977000,0.000000,0.000000
0.978000,0.000000,0.000000
0.979000,0.000000,0.000000
0.980000,0.000000,0.000000
0.981000,0.000000,0.000000
0.982000,0.000000,0.000000
0.983000,0.000000,0.000000
0.984000,0.000000,0.000000
0.985000,0.000000,0.000000
0.986000,0.000000,0.000000
0.987000,0.000000,0.000000
0.988000,0.000000,0.000000
0.989000,0.000000,0.000000
0.990000,0.000000,0.000000
0.991000,0.000000,0.000000
0.992000,0.000000,0.000000
0.993000,0.000000,0.000000
0.994000,0.000000,0.000000
0.995000,0.000000,0.000000
0.996000,0.000000,0.000000
0.997000,0.000000,0.000000
0.998000,0.000000,0.000000
0.999000,0.000000,0.000000
1.000000,0.000000,0.000000
